Number,Company Name,Year,Revenue,Source,Discrepancy,Classement having discrepancy,Notes,Conglomerate,Public
NA,NA,2009,129792,2011,NA,NA,NA,NA,NA
NA,NA,2008,134578,2010,NA,NA,NA,NA,NA
NA,NA,2007,110520,2009,104950,2010,NA,NA,NA
NA,NA,2006,78516,2008,NA,NA,NA,NA,NA
40,AURES AUTO SA (Loukil),2018,226000,2020,NA,NA,This company was named AURES-CITROEN (GROUPE LOUKIL) in classement for 2019 and the ones before,1,0
NA,NA,2017,247000,2020,NA,NA,NA,NA,NA
NA,NA,2014,211000,2016,NA,NA,NA,NA,NA
NA,NA,2013,196000,2016,NA,NA,NA,NA,NA
NA,NA,2012,183000,2015,NA,NA,NA,NA,NA
NA,NA,2011,155000,2014,NA,NA,NA,NA,NA
NA,NA,2010,138000,2012,NA,NA,NA,NA,NA
NA,NA,2009,114000,2011,NA,NA,NA,NA,NA
NA,NA,2008,88000,2010,NA,NA,NA,NA,NA
NA,NA,2007,85000,2009,NA,NA,NA,NA,NA
NA,NA,2006,65000,2008,NA,NA,NA,NA,NA
41,LES CIMENTS ENFIDHA,2018,221000,2020,NA,NA,NA,0,0
NA,NA,2017,194000,2020,NA,NA,NA,NA,NA
NA,NA,2014,245000,2016,NA,NA,NA,NA,NA
NA,NA,2013,211000,2016,NA,NA,NA,NA,NA
NA,NA,2012,204000,2015,NA,NA,NA,NA,NA
NA,NA,2011,149000,2014,124776,2012,NA,NA,NA
NA,NA,2010,166375,2012,198559,2011,NA,NA,NA
NA,NA,2009,188511,2011,NA,NA,NA,NA,NA
NA,NA,2008,178260,2010,NA,NA,NA,NA,NA
NA,NA,2007,158610,2009,NA,NA,NA,NA,NA
NA,NA,2006,147035,2008,NA,NA,NA,NA,NA
42,STE TNNE SIDERURGIE - EL FOULEDH,2018,220000,2020,NA,NA,NA,0,1
NA,NA,2017,149580,2020,NA,NA,NA,NA,NA
NA,NA,2014,164500,2016,NA,NA,NA,NA,NA
NA,NA,2013,192031,2016,194008,2015,NA,NA,NA
NA,NA,2012,192095,2015,NA,NA,NA,NA,NA
NA,NA,2011,229580,2014,NA,NA,NA,NA,NA
NA,NA,2010,263935,2012,263993,2011,NA,NA,NA
NA,NA,2009,271825,2011,NA,NA,NA,NA,NA
NA,NA,2008,357530,2010,NA,NA,NA,NA,NA
NA,NA,2007,272222,2009,251409,2008,NA,NA,NA
NA,NA,2006,197137,2008,NA,NA,NA,NA,NA
43,CIMENTS JBEL OUEST,2018,215000,2020,NA,NA,"THIS COMPANY WAS NAMED ""LES CIMENTS JBEL EL OUST"" In classement 2019 and before",0,0
NA,NA,2017,2017,2020,NA,NA,NA,NA,NA
NA,NA,2014,206911,2016,NA,NA,NA,NA,NA
NA,NA,2013,204920,2016,NA,NA,NA,NA,NA
NA,NA,2012,174149,2015,188166,2014,NA,NA,NA
NA,NA,2011,166644,2014,165057,2012,NA,NA,NA
NA,NA,2010,150709,2012,172550,2011,NA,NA,NA
NA,NA,2009,157390,2011,157389,2010,NA,NA,NA
NA,NA,2008,140561,2010,117183,2009,NA,NA,NA
NA,NA,2007,105881,2009,127838,2008,NA,NA,NA
NA,NA,2006,121200,2008,NA,NA,NA,NA,NA
44,SOCIETE GENERALE BOISSONS INDUSTRIES ALIMENTAIRES (GROUPE SFBT),2018,214722,2020,NA,NA,NA,1,NA
NA,NA,2017,204048,2020,NA,NA,NA,NA,NA
NA,NA,2014,181941,2016,NA,NA,NA,NA,NA
NA,NA,2013,198728,2016,NA,NA,NA,NA,NA
NA,NA,2012,165266,2015,NA,NA,NA,NA,NA
NA,NA,2011,95396,2014,NA,NA,NA,NA,NA
NA,NA,2010,92286,2012,NA,NA,NA,NA,NA
NA,NA,2009,85136,2011,NA,NA,NA,NA,NA
NA,NA,2008,81500,2010,NA,NA,NA,NA,NA
NA,NA,2007,75000,2009,NA,NA,NA,NA,NA
NA,NA,2006,68808,2008,NA,NA,NA,NA,NA
45,COMAR,2018,208052,2020,NA,NA,NA,0,0
NA,NA,2017,192323,2020,NA,NA,NA,NA,NA
NA,NA,2014,157472,2016,NA,NA,NA,NA,NA
NA,NA,2013,154458,2016,NA,NA,NA,NA,NA
NA,NA,2012,144780,2015,NA,NA,NA,NA,NA
NA,NA,2011,138458,2014,133458,2012,NA,NA,NA
NA,NA,2010,123122,2012,129644,2011,NA,NA,NA
NA,NA,2009,119637,2011,114616,2010,NA,NA,NA
NA,NA,2008,110967,2010,NA,NA,NA,NA,NA
NA,NA,2007,103496,2009,NA,NA,NA,NA,NA
NA,NA,2006,93885,2008,NA,NA,NA,NA,NA
46,OFFICE MARINE MARCHANDE ET PORTS-OMMP,2018,202850,2020,NA,NA,NA,0,1
NA,NA,2017,141862,2020,NA,NA,NA,NA,NA
NA,NA,2014,148200,2016,NA,NA,NA,NA,NA
NA,NA,2013,136800,2016,136795,2015,NA,NA,NA
NA,NA,2012,129284,2015,110958,2014,NA,NA,NA
NA,NA,2011,106250,2014,123797,2012,NA,NA,NA
NA,NA,2010,123922,2012,106964,2011,NA,NA,NA
NA,NA,2009,95728,2011,117000,2010,NA,NA,NA
NA,NA,2008,135000,2010,NA,NA,NA,NA,NA
NA,NA,2007,124000,2009,102400,2008,NA,NA,NA
NA,NA,2006,90500,2008,NA,NA,NA,NA,NA
47,NOVITA,2018,20000,2020,NA,NA,NA,NA,NA
NA,NA,2017,NA,NA,NA,NA,This company has no entry for 2017 and years before,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
48,MODERN LEASING,2018,194148,2020,NA,NA,NA,0,NA
NA,NA,2017,167777,2020,NA,NA,NA,NA,NA
NA,NA,2014,16039,2016,NA,NA,NA,NA,NA
NA,NA,2013,88980,2015,NA,NA,NA,NA,NA
NA,NA,2012,83520,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,44790,2011,NA,NA,NA,NA,NA
NA,NA,2009,39061,2011,50116,2010,NA,NA,NA
NA,NA,2008,45301,2010,41420,2009,NA,NA,NA
NA,NA,2007,38770,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
49,BATIMENTS ET TRAVAUX PUBLICS (Chaabane),2018,185945,2020,NA,NA,"This company was named ""CHAABANE ET CIE (GROUPE NOURI CHAABANE) "" in the classement of 2019 and before",1,0
NA,NA,2017,1942908,2020,NA,NA,NA,NA,NA
NA,NA,2014,112773,2016,NA,NA,NA,NA,NA
NA,NA,2013,113221,2016,103425,2015,NA,NA,NA
NA,NA,2012,80202,2015,NA,NA,NA,NA,NA
NA,NA,2011,104571,2014,NA,NA,NA,NA,NA
NA,NA,2010,178802,2011,NA,NA,NA,NA,NA
NA,NA,2009,159179,2011,NA,NA,NA,NA,NA
NA,NA,2008,116627,2010,NA,NA,NA,NA,NA
NA,NA,2007,84043,2009,99171,2008,NA,NA,NA
NA,NA,2006,88319,2008,NA,NA,NA,NA,NA
50,ARTES RENAULT TUNISIE,2018,181491,2020,NA,NA,NA,0,0
NA,NA,2017,215533,2020,NA,NA,NA,NA,NA
NA,NA,2014,159008,2016,NA,NA,NA,NA,NA
NA,NA,2013,182120,2016,183150,2015,NA,NA,NA
NA,NA,2012,166262,2015,NA,NA,NA,NA,NA
NA,NA,2011,148957,2014,146852,2012,NA,NA,NA
NA,NA,2010,139365,2012,195732,2011,NA,NA,NA
NA,NA,2009,167519,2011,196683,2010,NA,NA,NA
NA,NA,2008,155804,2010,NA,NA,NA,NA,NA
NA,NA,2007,161294,2009,NA,NA,NA,NA,NA
NA,NA,2006,152926,2008,NA,NA,NA,NA,NA
51,STE TUNISIENNE BISCUITERIE- SOTUBI (Group Mabrouk),2018,181000,2020,NA,NA,NA,1,0
NA,NA,2017,165000,2020,NA,NA,NA,NA,NA
NA,NA,2014,139700,2016,NA,NA,NA,NA,NA
NA,NA,2013,134500,2016,NA,NA,NA,NA,NA
NA,NA,2012,125000,2015,NA,NA,NA,NA,NA
NA,NA,2011,117000,2014,NA,NA,NA,NA,NA
NA,NA,2010,122500,2012,122000,2011,NA,NA,NA
NA,NA,2009,114000,2011,NA,NA,NA,NA,NA
NA,NA,2008,112000,2010,NA,NA,NA,NA,NA
NA,NA,2007,101000,2009,NA,NA,NA,NA,NA
NA,NA,2006,92000,2008,NA,NA,NA,NA,NA
52,MEDDIS- GEANT (GROUPE MABROUK),2018,178000,2020,NA,NA,NA,1,0
NA,NA,2017,171000,2020,NA,NA,NA,NA,NA
NA,NA,2014,162300,2016,NA,NA,NA,NA,NA
NA,NA,2013,160000,2016,NA,NA,NA,NA,NA
NA,NA,2012,153000,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2010,151000,2011,NA,NA,NA,NA,NA
NA,NA,2009,139500,2011,NA,NA,NA,NA,NA
NA,NA,2008,123500,2010,NA,NA,NA,NA,NA
NA,NA,2007,115000,2009,NA,NA,NA,NA,NA
NA,NA,2006,110000,2008,NA,NA,NA,NA,NA
53,STE TNNE CHOCOLATERIE CONFISERIE- SOTUCHOC (GROUPE MABROUK),2018,175000,2020,NA,NA,NA,NA,NA
NA,NA,2017,163000,163000,NA,NA,NA,NA,NA
NA,NA,2014,169200,2016,NA,NA,NA,1,NA
NA,NA,2013,163500,2016,NA,NA,NA,NA,NA
NA,NA,2012,147000,2015,NA,NA,NA,NA,NA
NA,NA,2011,123000,2014,NA,NA,NA,NA,NA
NA,NA,2010,128000,2012,NA,NA,NA,NA,NA
NA,NA,2009,131000,2011,NA,NA,NA,NA,NA
NA,NA,2008,120700,2010,92500,2009,NA,NA,NA
NA,NA,2007,87000,2009,NA,NA,NA,NA,NA
NA,NA,2006,82000,2008,NA,NA,NA,NA,NA
54,GAT ASSURANCE,2018,174569,2020,NA,NA,This company was named GAT in the classement for 2019 and the ones before,0,0
NA,NA,2017,16164,2020,NA,NA,NA,NA,NA
NA,NA,2014,132926,2016,NA,NA,NA,NA,NA
NA,NA,2013,131983,2016,NA,NA,NA,NA,NA
NA,NA,2012,120428,2015,NA,NA,NA,NA,NA
NA,NA,2011,106997,2014,NA,NA,NA,NA,NA
NA,NA,2010,95354,2012,NA,NA,NA,NA,NA
NA,NA,2009,78071,2011,77554,2010,NA,NA,NA
NA,NA,2008,70030,2010,69785,2009,NA,NA,NA
NA,NA,2007,65693,2009,NA,NA,NA,NA,NA
NA,NA,2006,61150,2008,NA,NA,NA,NA,NA
55,TUNISIE PROFILES ALUMINUM- (Groupe Bayahi),2018,174484,2020,NA,NA,NA,0,1
NA,NA,2017,120118,2020,NA,NA,NA,NA,NA
NA,NA,2014,111877,2016,NA,NA,NA,NA,NA
NA,NA,2013,110452,2016,NA,NA,NA,NA,NA
NA,NA,2012,92770,2015,92540,2014,NA,NA,NA
NA,NA,2011,96493,2014,100069,2012,NA,NA,NA
NA,NA,2010,102822,2012,98029,2011,NA,NA,NA
NA,NA,2009,78040,2011,77999,2010,NA,NA,NA
NA,NA,2008,82246,2010,73760,2009,NA,NA,NA
NA,NA,2007,67210,2009,NA,NA,NA,NA,NA
NA,NA,2006,52468,2008,NA,NA,NA,NA,NA
56,INDU ALIMENTAIRES TUNISIE- IAT (GROUPE MABROUK),2018,174000,2020,NA,NA,NA,1,1
NA,NA,2017,141000,2020,NA,NA,NA,NA,NA
NA,NA,2014,119600,2016,NA,NA,NA,NA,NA
NA,NA,2013,114500,2016,NA,NA,NA,NA,NA
NA,NA,2012,102000,2015,NA,NA,NA,NA,NA
NA,NA,2011,106000,2014,NA,NA,NA,NA,NA
NA,NA,2010,101000,2012,NA,NA,NA,NA,NA
NA,NA,2009,94000,2011,NA,NA,NA,NA,NA
NA,NA,2008,84000,2010,NA,NA,NA,NA,NA
NA,NA,2007,65000,2009,NA,NA,NA,NA,NA
NA,NA,2006,51000,2008,NA,NA,NA,NA,NA
57,ASSURANCES MAGHREBIA (UFI GROUP),2018,173686,2020,NA,NA,NA,1,1
NA,NA,2017,159772,2020,NA,NA,NA,NA,NA
NA,NA,2014,120484,2016,NA,NA,NA,NA,NA
NA,NA,2013,112016,2016,112015,2015,NA,NA,NA
NA,NA,2012,101578,2015,NA,NA,NA,NA,NA
NA,NA,2011,95523,2014,NA,NA,NA,NA,NA
NA,NA,2010,87085,2012,87084,2011,NA,NA,NA
NA,NA,2009,80982,2011,NA,NA,NA,NA,NA
NA,NA,2008,95611,2010,NA,NA,NA,NA,NA
NA,NA,2007,80575,2009,NA,NA,NA,NA,NA
NA,NA,2006,73766,2008,NA,NA,NA,NA,NA
58,ALMES - MEDOIL (POULINA GROUP HOLDING),2018,172184,2020,NA,NA,NA,1,0
NA,NA,2017,157027,2020,NA,NA,NA,NA,NA
NA,NA,2014,200548,2016,NA,NA,NA,NA,NA
NA,NA,2013,190299,2016,NA,NA,NA,NA,NA
NA,NA,2012,171371,2015,NA,NA,NA,NA,NA
NA,NA,2011,136696,2014,NA,NA,NA,NA,NA
NA,NA,2010,134533,2012,133873,2011,NA,NA,NA
NA,NA,2009,119552,2011,NA,NA,NA,NA,NA
NA,NA,2008,154986,2010,153857,2009,NA,NA,NA
NA,NA,2007,145505,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
59,ASSURANCE MUTUELLE ITTIHAD- AMI,2018,168190,2020,NA,NA,NA,0,1
NA,NA,2017,162676,2020,NA,NA,NA,NA,NA
NA,NA,2014,123885,2016,NA,NA,NA,NA,NA
NA,NA,2013,118992,2016,NA,NA,NA,NA,NA
NA,NA,2012,108000,2015,NA,NA,NA,NA,NA
NA,NA,2011,91267,2014,NA,NA,NA,NA,NA
NA,NA,2010,92591,2012,NA,NA,NA,NA,NA
NA,NA,2009,91769,2011,NA,NA,NA,NA,NA
NA,NA,2008,82384,2010,NA,NA,NA,NA,NA
NA,NA,2007,74063,2009,NA,NA,NA,NA,NA
NA,NA,2006,60815,2008,NA,NA,NA,NA,NA
60,STE TNNE ACCONAGE ET MANUTENTION - STAM,2018,167700,2020,NA,NA,NA,0,1
NA,NA,2017,134233,2020,NA,NA,NA,NA,NA
NA,NA,2014,119182,2016,NA,NA,NA,NA,NA
NA,NA,2013,102205,2016,NA,NA,NA,NA,NA
NA,NA,2012,99640,2015,NA,NA,NA,NA,NA
NA,NA,2011,104775,2012,NA,NA,NA,NA,NA
NA,NA,2010,98027,2012,97844,2011,NA,NA,NA
NA,NA,2009,96674,2011,86674,2010,NA,NA,NA
NA,NA,2008,84461,2010,NA,NA,NA,NA,NA
NA,NA,2007,72198,2009,72217,2008,NA,NA,NA
NA,NA,2006,63257,2008,NA,NA,NA,NA,NA
61,SLAMA FRERES (GROUPE SLAMA),2018,165675,2020,NA,NA,NA,1,0
NA,NA,2017,161130,2020,NA,NA,NA,NA,NA
NA,NA,2014,117720,2016,NA,NA,NA,NA,NA
NA,NA,2013,125549,2016,124658,2015,NA,NA,NA
NA,NA,2012,155228,2015,145000,2014,NA,NA,NA
NA,NA,2011,150602,2014,NA,NA,NA,NA,NA
NA,NA,2010,89472,2012,NA,NA,NA,NA,NA
NA,NA,2009,95691,2011,NA,NA,NA,NA,NA
NA,NA,2008,108873,2010,NA,NA,"""ESF""",NA,NA
NA,NA,2007,66811,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
62,MPC PROKIM (GROUPE ALLIANCE),2018,164144,2020,NA,NA,NA,1,0
NA,NA,2017,126918,2020,NA,NA,NA,NA,NA
NA,NA,2014,97902,2016,NA,NA,NA,NA,NA
NA,NA,2013,93796,2016,NA,NA,NA,NA,NA
NA,NA,2012,86000,2015,NA,NA,NA,NA,NA
NA,NA,2011,55585,2014,NA,NA,NA,NA,NA
NA,NA,2010,63000,2011,NA,NA,NA,NA,NA
NA,NA,2009,60000,2011,46525,2010,NA,NA,NA
NA,NA,2008,50000,2010,NA,NA,NA,NA,NA
NA,NA,2007,55000,2009,NA,NA,"""PROQUEM""",NA,NA
NA,NA,2006,35000,2008,NA,NA,NA,NA,NA
63,TOYOTA (BSB),2018,164000,2020,NA,NA,NA,1,0
NA,NA,2017,NA,NA,NA,NA,No entry for ranking of 2019 and earlier ones,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
64,SCPC (GROUPE HAMMAMI),2018,161299,2020,NA,NA,This company was named STE COMMERCIAL PRODUITS CHIMIQUES- SCPC in 2019 and previous rankings,1,0
NA,NA,2017,144287,2020,NA,NA,NA,NA,NA
NA,NA,2014,87696,2016,NA,NA,NA,NA,NA
NA,NA,2013,101501,2016,NA,NA,NA,NA,NA
NA,NA,2012,74167,2015,NA,NA,NA,NA,NA
NA,NA,2011,72336,2014,NA,NA,NA,NA,NA
NA,NA,2010,67679,2011,NA,NA,NA,NA,NA
NA,NA,2009,53103,2011,42534,2010,NA,NA,NA
NA,NA,2008,45742,2010,46084,2009,NA,NA,NA
NA,NA,2007,34998,2009,NA,NA,NA,NA,NA
NA,NA,2006,24663,2008,NA,NA,NA,NA,NA
65,SOCIETE BOUZGUENDA FRERES- SBF,2018,160000,2020,NA,NA,NA,1,0
NA,NA,2017,NA,NA,NA,NA,No entry for ranking of 2019 and previous ones,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
66,LES INDUSTRIES CHIMIQUES DU FLUOR ICF (GROUPE MARHABA),2018,158019,2020,NA,NA,NA,0,1
NA,NA,2017,118055,2020,NA,NA,NA,NA,NA
NA,NA,2014,71873,2016,NA,NA,NA,NA,NA
NA,NA,2013,64953,2016,NA,NA,NA,NA,NA
NA,NA,2012,83541,2015,NA,NA,NA,NA,NA
NA,NA,2011,67589,2014,NA,NA,NA,NA,NA
NA,NA,2010,61092,2011,NA,NA,NA,NA,NA
NA,NA,2009,65605,2011,NA,NA,NA,NA,NA
NA,NA,2008,75696,2010,NA,NA,NA,NA,NA
NA,NA,2007,66000,2009,NA,NA,NA,NA,NA
NA,NA,2006,60000,2008,NA,NA,NA,NA,NA
67,ASTREE,2018,155246,2020,NA,NA,NA,NA,0
NA,NA,2017,145502,2020,NA,NA,NA,NA,NA
NA,NA,2014,117918,2016,NA,NA,NA,NA,NA
NA,NA,2013,109525,2016,NA,NA,NA,NA,NA
NA,NA,2012,104937,2015,NA,NA,NA,NA,NA
NA,NA,2011,102092,2014,110000,2012,NA,NA,NA
NA,NA,2010,98000,2012,90804,2011,NA,NA,NA
NA,NA,2009,83714,2011,NA,NA,NA,NA,NA
NA,NA,2008,78597,2010,80200,2009,NA,NA,NA
NA,NA,2007,72800,2009,NA,NA,NA,NA,NA
NA,NA,2006,67900,2008,NA,NA,NA,NA,NA
68,STE DEMCO INTER (GROUPE DEMCO),2018,150216,2020,NA,NA,NA,1,0
NA,NA,2017,93058,2020,NA,NA,NA,NA,NA
NA,NA,2014,86005,2016,NA,NA,NA,NA,NA
NA,NA,2013,104297,2016,104303,2015,NA,NA,NA
NA,NA,2012,62936,2015,NA,NA,NA,NA,NA
NA,NA,2011,78433,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,64282,2010,NA,NA,NA,NA,NA
NA,NA,2008,80818,2010,80971,2009,NA,NA,NA
NA,NA,2007,71576,2009,NA,NA,NA,NA,NA
NA,NA,2006,51752,2008,NA,NA,NA,NA,NA
69,ENGINEERING PROCUREMENT AND PROJECT MANAGEMENT- EPPM,2018,150000,2020,NA,NA,NA,NA,0
NA,NA,2017,250000,2020,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
70,CARTHAGO CERAMIC (POULINA GROUP HOLDING),2018,147320,2020,NA,NA,NA,1,0
NA,NA,2017,141849,2020,NA,NA,NA,NA,NA
NA,NA,2014,107687,2016,NA,NA,NA,NA,NA
NA,NA,2013,111607,2016,NA,NA,NA,NA,NA
NA,NA,2012,106938,2015,NA,NA,NA,NA,NA
NA,NA,2011,101733,2014,NA,NA,NA,NA,NA
NA,NA,2010,105609,2012,104884,2011,NA,NA,NA
NA,NA,2009,84820,2011,NA,NA,NA,NA,NA
NA,NA,2008,70076,2010,NA,NA,NA,NA,NA
NA,NA,2007,59955,2009,67297,2008,NA,NA,NA
NA,NA,2006,58454,2008,NA,NA,NA,NA,NA
71,CITY CARS - KIA,2018,145299,2020,NA,NA,NA,0,NA
NA,NA,2017,160453,2020,NA,NA,NA,NA,NA
NA,NA,2014,116852,2016,NA,NA,NA,NA,NA
NA,NA,2013,96956,2016,97009,2015,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,no entry,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
72,ITALCAR,2018,145000,2020,NA,NA,NA,0,NA
NA,NA,2017,176313,2020,NA,NA,NA,NA,NA
NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,No entry before 2008 because this company was founded in 2008,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
73,TUNIS RE,2018,142037,2020,NA,NA,NA,0,1
NA,NA,2017,121672,2020,NA,NA,NA,NA,NA
NA,NA,2014,97634,2016,NA,NA,NA,NA,NA
NA,NA,2013,85878,2016,NA,NA,NA,NA,NA
NA,NA,2012,77029,2015,NA,NA,NA,NA,NA
NA,NA,2011,70520,2014,NA,NA,NA,NA,NA
NA,NA,2010,73721,2011,NA,NA,NA,NA,NA
NA,NA,2009,60777,2011,62585,2010,NA,NA,NA
NA,NA,2008,59713,2010,NA,NA,NA,NA,NA
NA,NA,2007,52300,2009,NA,NA,NA,NA,NA
NA,NA,2006,52607,2008,NA,NA,NA,NA,NA
74,CAVEO AUTOMOBILE TUNISIA (UFI GROUPE),2018,141390,2020,NA,NA,NA,1,1
NA,NA,2017,114609,2020,NA,NA,NA,NA,NA
NA,NA,2014,75797,2016,NA,NA,This company was named CIE TNNE RESSORTS LAMES- COTREL in the ranking of 2016 and earlier ones,NA,NA
NA,NA,2013,74319,2016,NA,NA,NA,NA,NA
NA,NA,2012,61963,2015,NA,NA,NA,NA,NA
NA,NA,2011,65812,2014,NA,NA,NA,NA,NA
NA,NA,2010,51367,2011,NA,NA,NA,NA,NA
NA,NA,2009,31487,2011,NA,NA,NA,NA,NA
NA,NA,2008,60792,2010,NA,NA,NA,NA,NA
NA,NA,2007,51194,2009,NA,NA,NA,NA,NA
NA,NA,2006,40723,2008,NA,NA,NA,NA,NA
75,TTE INTERNATIONAL (GROUPE ONE TECH),2018,140109,2020,NA,NA,NA,1,0
NA,NA,2017,129542,2020,NA,NA,NA,NA,NA
NA,NA,2014,53252,2016,NA,NA,NA,NA,NA
NA,NA,2013,49038,2016,49070,2015,NA,NA,NA
NA,NA,2012,38153,2015,NA,NA,NA,NA,NA
NA,NA,2011,35045,2014,NA,NA,NA,NA,NA
NA,NA,2010,28700,2011,NA,NA,NA,NA,NA
NA,NA,2009,22000,2011,NA,NA,NA,NA,NA
NA,NA,2008,22400,2009,NA,NA,NA,NA,NA
NA,NA,2007,15000,2009,NA,NA,NA,NA,NA
NA,NA,2006,13000,2008,NA,NA,NA,NA,NA
76,L'EPI D'OR,2018,137550,2020,NA,NA,NA,0,0
NA,NA,2017,132338,2020,NA,NA,NA,NA,NA
NA,NA,2014,116227,2016,NA,NA,This company was named UNPA- L’EPI D’OR in classement of 2016 and previous ones,NA,NA
NA,NA,2013,131739,2016,126092,2015,NA,NA,NA
NA,NA,2012,110901,2015,108000,2014,NA,NA,NA
NA,NA,2011,117000,2014,123520,2012,NA,NA,NA
NA,NA,2010,100000,2012,NA,NA,NA,NA,NA
NA,NA,2009,96436,2011,NA,NA,NA,NA,NA
NA,NA,2008,92748,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
77,COMPAGNIE TUNISIENNE PHARMACEUTIQUE- COTUPHA,2018,130000,2020,NA,NA,NA,0,NA
NA,NA,2017,110000,2020,NA,NA,NA,NA,NA
NA,NA,2014,92000,2016,NA,NA,NA,NA,NA
NA,NA,2013,88000,2016,NA,NA,NA,NA,NA
NA,NA,2012,80000,2015,NA,NA,NA,NA,NA
NA,NA,2011,73000,2014,NA,NA,NA,NA,NA
NA,NA,2010,61000,2011,NA,NA,NA,NA,NA
NA,NA,2009,60000,2011,NA,NA,NA,NA,NA
NA,NA,2008,50000,2010,NA,NA,NA,NA,NA
NA,NA,2007,48500,2009,NA,NA,"""CIE TNNE PHARMACEUTIQUE""",NA,NA
NA,NA,2006,35000,2008,NA,NA,NA,NA,NA
78,ASSURANCES BIAT,2018,125529,2020,NA,NA,NA,0,0
NA,NA,2017,120528,2020,NA,NA,NA,NA,NA
NA,NA,2014,69408,2016,NA,NA,NA,NA,NA
NA,NA,2013,65598,2016,NA,NA,NA,NA,NA
NA,NA,2012,65485,2015,NA,NA,NA,NA,NA
NA,NA,2011,63494,2014,NA,NA,NA,NA,NA
NA,NA,2010,60241,2011,NA,NA,NA,NA,NA
NA,NA,2009,50642,2011,NA,NA,NA,NA,NA
NA,NA,2008,52835,2009,NA,NA,NA,NA,NA
NA,NA,2007,35024,2009,NA,NA,NA,NA,NA
